,date,max_temp,min_temp,avg_temp,precipitation,snowfall,snowdepth,year,month,day,phil_pred,spring
1610,2001-01-27,,,,0.17,1.0,4.0,2001,1,27,False,True
1611,2001-01-28,,,,0.02,0.0025,4.0,2001,1,28,False,True
1612,2001-01-29,,,,0.0,0.0,3.0,2001,1,29,False,True
1613,2001-01-30,,,,0.26,0.0,2.0,2001,1,30,False,True
1615,2001-02-01,38.0,33.0,35.5,0.07,0.2,0.025,2001,2,1,False,True
1616,2001-02-02,35.0,20.0,27.5,0.0025,0.0025,0.0,2001,2,2,False,True
1617,2002-01-01,24.0,7.0,15.5,0.02,0.5,3.0,2002,1,1,False,True
1618,2002-01-02,29.0,12.0,20.5,0.0025,0.0025,3.0,2002,1,2,False,True
1620,2002-01-04,31.0,17.0,24.0,0.0,0.0,2.0,2002,1,4,False,True
1621,2002-01-05,40.0,19.0,29.5,0.0,0.0,2.0,2002,1,5,False,True
1622,2002-01-06,35.0,27.0,31.0,0.0,0.0,1.0,2002,1,6,False,True
1623,2002-01-07,34.0,24.0,29.0,0.65,8.0,8.0,2002,1,7,False,True
1624,2002-01-08,28.0,18.0,23.0,0.06,1.0,9.0,2002,1,8,False,True
1625,2002-01-09,43.0,18.0,30.5,0.01,0.5,8.0,2002,1,9,False,True
1627,2002-01-11,40.0,36.0,38.0,0.18,0.0,2.0,2002,1,11,False,True
1628,2002-01-12,57.0,32.0,44.5,0.0025,0.0,1.0,2002,1,12,False,True
1629,2002-01-13,44.0,32.0,38.0,0.01,0.0025,0.025,2002,1,13,False,True
1630,2002-01-14,47.0,26.0,36.5,0.0025,0.0025,0.025,2002,1,14,False,True
1631,2002-01-15,45.0,32.0,38.5,0.0025,0.0025,0.025,2002,1,15,False,True
1632,2002-01-16,38.0,31.0,34.5,0.01,0.5,0.025,2002,1,16,False,True
1633,2002-01-17,38.0,30.0,34.0,0.04,0.5,0.025,2002,1,17,False,True
1634,2002-01-18,35.0,24.0,29.5,0.0025,0.0025,0.025,2002,1,18,False,True
1635,2002-01-19,32.0,23.0,27.5,0.0025,0.0025,0.0,2002,1,19,False,True
1636,2002-01-20,34.0,22.0,28.0,0.17,2.0,2.0,2002,1,20,False,True
1637,2002-01-21,38.0,25.0,31.5,0.1,1.0,3.0,2002,1,21,False,True
1638,2002-01-22,45.0,29.0,37.0,0.12,1.0,1.0,2002,1,22,False,True
1639,2002-01-23,48.0,30.0,39.0,0.0,0.0,0.025,2002,1,23,False,True
1640,2002-01-24,52.0,36.0,44.0,0.03,0.0,0.0,2002,1,24,False,True
1641,2002-01-25,56.0,30.0,43.0,0.25,0.0,0.0,2002,1,25,False,True
1642,2002-01-26,60.0,28.0,44.0,0.0,0.0,0.0,2002,1,26,False,True
1643,2002-01-27,70.0,28.0,49.0,0.0,0.0,0.0,2002,1,27,False,True
1644,2002-01-28,70.0,29.0,49.5,0.0,0.0,0.0,2002,1,28,False,True
1645,2002-01-29,64.0,37.0,50.5,0.0,0.0,0.0,2002,1,29,False,True
1646,2002-01-30,56.0,46.0,51.0,0.33,0.0,0.0,2002,1,30,False,True
1647,2002-01-31,63.0,45.0,54.0,0.43,0.0,0.0,2002,1,31,False,True
1648,2002-02-01,62.0,35.0,48.5,0.05,0.0,0.0,2002,2,1,False,True
1649,2002-02-02,40.0,26.0,33.0,0.08,0.0025,0.0,2002,2,2,False,True
1650,2003-01-01,45.0,,,0.28,0.0,0.0,2003,1,1,False,True
1652,2003-01-03,38.0,32.0,35.0,0.29,,0.0,2003,1,3,False,True
1653,2003-01-04,32.0,25.0,28.5,0.18,0.5,0.025,2003,1,4,False,True
1654,2003-01-05,32.0,25.0,28.5,0.03,0.5,1.0,2003,1,5,False,True
1656,2003-01-07,30.0,15.0,22.5,0.11,1.5,4.0,2003,1,7,False,True
1657,2003-01-08,38.0,27.0,32.5,0.0025,0.0025,3.0,2003,1,8,False,True
1660,2003-01-11,26.0,17.0,21.5,0.05,0.5,1.0,2003,1,11,False,True
1661,2003-01-12,26.0,15.0,20.5,0.0025,0.0025,0.025,2003,1,12,False,True
1662,2003-01-13,30.0,16.0,23.0,0.0,0.0,0.025,2003,1,13,False,True
1663,2003-01-14,23.0,10.0,16.5,0.0025,0.0025,0.025,2003,1,14,False,True
1664,2003-01-15,20.0,14.0,17.0,0.05,0.5,1.0,2003,1,15,False,True
1665,2003-01-16,20.0,2.0,11.0,0.03,0.3,1.0,2003,1,16,False,True
1667,2003-01-18,20.0,-3.0,8.5,0.02,0.2,2.0,2003,1,18,False,True
1669,2003-01-20,25.0,16.0,20.5,0.12,5.0,7.0,2003,1,20,False,True
1670,2003-01-21,19.0,7.0,13.0,0.0025,0.0025,4.0,2003,1,21,False,True
1671,2003-01-22,13.0,-7.0,3.0,0.0025,0.0025,4.0,2003,1,22,False,True
1672,2003-01-23,11.0,-9.0,1.0,0.0025,0.0025,4.0,2003,1,23,False,True
1673,2003-01-24,20.0,8.0,14.0,0.02,0.5,4.0,2003,1,24,False,True
1674,2003-01-25,22.0,14.0,18.0,0.0025,0.0025,4.0,2003,1,25,False,True
1675,2003-01-26,26.0,15.0,20.5,0.0,0.0,3.0,2003,1,26,False,True
1676,2003-01-27,15.0,-9.0,3.0,0.07,1.5,4.0,2003,1,27,False,True
1677,2003-01-28,30.0,3.0,16.5,0.0,0.0,4.0,2003,1,28,False,True
1678,2003-01-29,33.0,26.0,29.5,0.18,3.5,6.0,2003,1,29,False,True
1679,2003-01-30,42.0,20.0,31.0,0.05,0.5,6.0,2003,1,30,False,True
1680,2003-01-31,39.0,20.0,29.5,0.0,0.0,4.0,2003,1,31,False,True
1681,2003-02-01,37.0,32.0,34.5,0.14,1.0,4.0,2003,2,1,False,True
1682,2003-02-02,36.0,29.0,32.5,0.03,0.0025,3.0,2003,2,2,False,True
1683,2004-01-01,45.0,23.0,34.0,0.0,0.0,0.0,2004,1,1,False,True
1684,2004-01-02,,34.0,,0.48,0.0,0.0,2004,1,2,False,True
1685,2004-01-03,60.0,44.0,52.0,0.04,0.0,0.0,2004,1,3,False,True
1686,2004-01-04,53.0,39.0,46.0,0.7,0.0,0.0,2004,1,4,False,True
1687,2004-01-05,50.0,31.0,40.5,2.4,0.0,0.0,2004,1,5,False,True
1688,2004-01-06,30.0,13.0,21.5,0.05,0.0025,0.025,2004,1,6,False,True
1691,2004-01-09,25.0,16.0,20.5,0.0025,0.0025,0.025,2004,1,9,False,True
1692,2004-01-10,17.0,-1.0,8.0,0.0,0.0,0.025,2004,1,10,False,True
1693,2004-01-11,30.0,5.0,17.5,0.0,0.0,0.025,2004,1,11,False,True
1694,2004-01-12,39.0,30.0,34.5,0.0025,0.0025,0.025,2004,1,12,False,True
1695,2004-01-13,34.0,24.0,29.0,0.0,0.0,0.0,2004,1,13,False,True
1696,2004-01-14,28.0,10.0,19.0,0.02,0.5,0.025,2004,1,14,False,True
1697,2004-01-15,30.0,8.0,19.0,0.25,3.0,3.0,2004,1,15,False,True
1698,2004-01-16,16.0,-4.0,6.0,0.02,0.5,3.0,2004,1,16,False,True
1699,2004-01-17,32.0,-1.0,15.5,0.0,0.0,2.0,2004,1,17,False,True
1700,2004-01-18,37.0,18.0,27.5,0.36,3.0,2.0,2004,1,18,False,True
1701,2004-01-19,19.0,15.0,17.0,0.05,0.5,2.0,2004,1,19,False,True
1702,2004-01-20,19.0,13.0,16.0,0.0025,1.0,2.0,2004,1,20,False,True
1703,2004-01-21,21.0,2.0,11.5,0.0,0.0,2.0,2004,1,21,False,True
1704,2004-01-22,31.0,12.0,21.5,0.0,0.0,2.0,2004,1,22,False,True
1705,2004-01-23,13.0,3.0,8.0,0.0025,0.2,2.0,2004,1,23,False,True
1706,2004-01-24,18.0,1.0,9.5,0.03,2.0,4.0,2004,1,24,False,True
1707,2004-01-25,19.0,-11.0,4.0,0.02,0.5,4.0,2004,1,25,False,True
1708,2004-01-26,25.0,13.0,19.0,0.5,5.3,9.0,2004,1,26,False,True
1709,2004-01-27,31.0,24.0,27.5,0.17,0.5,7.0,2004,1,27,False,True
1710,2004-01-28,24.0,16.0,20.0,0.53,9.0,15.0,2004,1,28,False,True
1711,2004-01-29,21.0,13.0,17.0,0.1,3.0,18.0,2004,1,29,False,True
1712,2004-01-30,14.0,10.0,12.0,0.06,2.0,19.0,2004,1,30,False,True
1713,2004-01-31,14.0,2.0,8.0,0.02,0.5,19.0,2004,1,31,False,True
1715,2004-02-02,,,,0.0,0.0,17.0,2004,2,2,False,True
1716,2005-01-01,55.0,38.0,46.5,0.0025,0.0,0.0,2005,1,1,False,False
1718,2005-01-03,56.0,,,0.2,0.0,0.0,2005,1,3,False,False
1719,2005-01-04,57.0,44.0,50.5,1.1,0.0,0.0,2005,1,4,False,False
1720,2005-01-05,44.0,36.0,40.0,0.34,0.0,0.0,2005,1,5,False,False
1721,2005-01-06,53.0,35.0,44.0,2.56,0.0,0.0,2005,1,6,False,False
1722,2005-01-07,40.0,29.0,34.5,0.63,0.0025,0.0,2005,1,7,False,False
1723,2005-01-08,50.0,34.0,42.0,0.53,0.0,0.0,2005,1,8,False,False
1724,2005-01-09,43.0,32.0,37.5,0.15,0.0,0.0,2005,1,9,False,False
1725,2005-01-10,44.0,30.0,37.0,0.0,0.0,0.0,2005,1,10,False,False
1727,2005-01-12,64.0,42.0,53.0,1.12,0.0,0.0,2005,1,12,False,False
1729,2005-01-14,68.0,23.0,45.5,0.51,0.0025,0.0,2005,1,14,False,False
1730,2005-01-15,32.0,17.0,24.5,0.0025,0.0025,0.025,2005,1,15,False,False
1731,2005-01-16,28.0,23.0,25.5,0.0,0.0,0.0,2005,1,16,False,False
1732,2005-01-17,24.0,9.0,16.5,0.25,3.0,3.0,2005,1,17,False,False
1733,2005-01-18,15.0,-1.0,7.0,0.0025,0.0025,3.0,2005,1,18,False,False
1734,2005-01-19,28.0,5.0,16.5,0.0025,0.0025,3.0,2005,1,19,False,False
1735,2005-01-20,29.0,21.0,25.0,0.2,3.0,5.0,2005,1,20,False,False
1736,2005-01-21,21.0,2.0,11.5,0.0,0.0,5.0,2005,1,21,False,False
1737,2005-01-22,26.0,2.0,14.0,0.0025,0.0025,5.0,2005,1,22,False,False
1740,2005-01-25,30.0,19.0,24.5,0.02,0.5,7.0,2005,1,25,False,False
1743,2005-01-28,33.0,-3.0,15.0,0.0,0.0,5.0,2005,1,28,False,False
1745,2005-01-30,40.0,22.0,31.0,0.06,1.0,4.0,2005,1,30,False,False
1746,2005-01-31,42.0,11.0,26.5,0.0,0.0,3.0,2005,1,31,False,False
1747,2005-02-01,43.0,13.0,28.0,0.0,0.0,3.0,2005,2,1,False,False
1748,2005-02-02,47.0,13.0,30.0,0.0,0.0,2.0,2005,2,2,False,False
1749,2006-01-01,39.0,33.0,36.0,0.22,0.0,0.0,2006,1,1,False,True
1750,2006-01-02,43.0,33.0,38.0,0.0,0.0,0.0,2006,1,2,False,True
1751,2006-01-03,41.0,38.0,39.5,0.83,0.0,0.0,2006,1,3,False,True
1752,2006-01-04,51.0,38.0,44.5,0.02,0.0,0.0,2006,1,4,False,True
1753,2006-01-05,45.0,33.0,39.0,0.05,0.0,0.0,2006,1,5,False,True
1754,2006-01-06,35.0,22.0,28.5,0.14,0.5,0.025,2006,1,6,False,True
1755,2006-01-07,31.0,20.0,25.5,0.02,0.5,1.0,2006,1,7,False,True
1756,2006-01-08,44.0,31.0,37.5,0.0025,0.0025,0.025,2006,1,8,False,True
1757,2006-01-09,57.0,39.0,48.0,0.0,0.0,0.0,2006,1,9,False,True
1758,2006-01-10,48.0,35.0,41.5,0.0,0.0,0.0,2006,1,10,False,True
1759,2006-01-11,62.0,44.0,53.0,0.0,0.0,0.0,2006,1,11,False,True
1761,2006-01-13,69.0,29.0,49.0,0.0,0.0,0.0,2006,1,13,False,True
1762,2006-01-14,51.0,25.0,38.0,0.8,0.0,0.0,2006,1,14,False,True
1764,2006-01-16,42.0,20.0,31.0,0.0,0.0,0.0,2006,1,16,False,True
1765,2006-01-17,43.0,31.0,37.0,0.0,0.0,0.0,2006,1,17,False,True
1767,2006-01-19,55.0,24.0,39.5,0.01,0.0025,0.0,2006,1,19,False,True
1768,2006-01-20,58.0,37.0,47.5,0.0,0.0,0.0,2006,1,20,False,True
1769,2006-01-21,55.0,33.0,44.0,0.0025,0.0,0.0,2006,1,21,False,True
1770,2006-01-22,43.0,21.0,32.0,0.0,0.0,0.0,2006,1,22,False,True
1771,2006-01-23,40.0,29.0,34.5,0.37,0.0,0.0,2006,1,23,False,True
1773,2006-01-25,35.0,27.0,31.0,0.19,1.0,1.0,2006,1,25,False,True
1774,2006-01-26,29.0,21.0,25.0,0.04,1.0,1.0,2006,1,26,False,True
1775,2006-01-27,41.0,13.0,27.0,0.0025,0.0025,0.025,2006,1,27,False,True
1779,2006-01-31,43.0,32.0,37.5,0.02,0.0,0.0,2006,1,31,False,True
1780,2006-02-01,40.0,31.0,35.5,0.03,0.0025,0.0,2006,2,1,False,True
1781,2006-02-02,54.0,29.0,41.5,0.0,0.0,0.0,2006,2,2,False,True
1782,2007-01-01,54.0,35.0,44.5,0.27,0.0,0.0,2007,1,1,True,True
1783,2007-01-02,42.0,28.0,35.0,0.03,0.0,0.0,2007,1,2,True,True
1784,2007-01-03,50.0,24.0,37.0,0.0,0.0,0.0,2007,1,3,True,True
1785,2007-01-04,56.0,26.0,41.0,0.0,0.0,0.0,2007,1,4,True,True
1787,2007-01-06,60.0,47.0,53.5,1.07,0.0,0.0,2007,1,6,True,True
1789,2007-01-08,50.0,33.0,41.5,0.53,0.0,0.0,2007,1,8,True,True
1791,2007-01-10,31.0,22.0,26.5,0.05,1.0,1.0,2007,1,10,True,True
1792,2007-01-11,47.0,16.0,31.5,0.01,0.0025,0.025,2007,1,11,True,True
1793,2007-01-12,49.0,35.0,42.0,0.05,0.0,0.0,2007,1,12,True,True
1794,2007-01-13,53.0,47.0,50.0,0.35,0.0,0.0,2007,1,13,True,True
1795,2007-01-14,51.0,46.0,48.5,0.4,0.0,0.0,2007,1,14,True,True
1796,2007-01-15,57.0,46.0,51.5,0.6,0.0,0.0,2007,1,15,True,True
1797,2007-01-16,49.0,23.0,36.0,0.92,0.0,0.0,2007,1,16,True,True
1798,2007-01-17,28.0,14.0,21.0,0.02,1.0,1.0,2007,1,17,True,True
1799,2007-01-18,40.0,18.0,29.0,0.0,0.0,0.0,2007,1,18,True,True
1800,2007-01-19,36.0,26.0,31.0,0.04,0.0025,0.025,2007,1,19,True,True
1801,2007-01-20,27.0,18.0,22.5,0.04,1.5,1.0,2007,1,20,True,True
1802,2007-01-21,25.0,11.0,18.0,0.0025,0.0025,1.0,2007,1,21,True,True
1803,2007-01-22,33.0,24.0,28.5,0.07,1.0,2.0,2007,1,22,True,True
1804,2007-01-23,31.0,24.0,27.5,0.04,0.5,2.0,2007,1,23,True,True
1805,2007-01-24,32.0,27.0,29.5,0.01,0.0025,2.0,2007,1,24,True,True
1806,2007-01-25,29.0,15.0,22.0,0.14,2.0,4.0,2007,1,25,True,True
1810,2007-01-29,20.0,11.0,15.5,0.08,2.0,5.0,2007,1,29,True,True
1811,2007-01-30,28.0,13.0,20.5,0.01,0.0025,4.0,2007,1,30,True,True
1812,2007-01-31,21.0,10.0,15.5,0.07,4.0,6.0,2007,1,31,True,True
1813,2007-02-01,31.0,14.0,22.5,0.0025,0.0025,4.0,2007,2,1,True,True
1814,2007-02-02,32.0,25.0,28.5,0.01,0.0025,4.0,2007,2,2,True,True
1815,2008-01-01,42.0,27.0,34.5,0.0025,0.0,0.0,2008,1,1,False,True
1816,2008-01-02,27.0,16.0,21.5,0.09,1.5,2.0,2008,1,2,False,True
1817,2008-01-03,21.0,6.0,13.5,0.0025,0.0025,1.0,2008,1,3,False,True
1818,2008-01-04,33.0,7.0,20.0,0.0025,0.0025,1.0,2008,1,4,False,True
1819,2008-01-05,42.0,20.0,31.0,0.0,0.0,1.0,2008,1,5,False,True
1821,2008-01-07,64.0,46.0,55.0,0.0025,0.0,,2008,1,7,False,True
1822,2008-01-08,69.0,45.0,57.0,0.0,0.0,0.0,2008,1,8,False,True
1823,2008-01-09,67.0,,,0.07,0.0,0.0,2008,1,9,False,True
1824,2008-01-10,51.0,27.0,39.0,0.0,0.0,0.0,2008,1,10,False,True
1826,2008-01-12,45.0,32.0,38.5,0.3,0.0,0.0,2008,1,12,False,True
1828,2008-01-14,38.0,28.0,33.0,0.14,0.2,0.025,2008,1,14,False,True
1829,2008-01-15,28.0,24.0,26.0,0.01,0.5,1.0,2008,1,15,False,True
1830,2008-01-16,30.0,23.0,26.5,0.01,0.5,1.0,2008,1,16,False,True
1832,2008-01-18,39.0,24.0,31.5,0.0,0.0025,0.025,2008,1,18,False,True
1833,2008-01-19,28.0,18.0,23.0,0.0025,0.0025,0.0,2008,1,19,False,True
1834,2008-01-20,21.0,7.0,14.0,0.0,0.0,0.0,2008,1,20,False,True
1835,2008-01-21,23.0,5.0,14.0,0.0,0.0,0.0,2008,1,21,False,True
1837,2008-01-23,34.0,15.0,24.5,0.0,0.0,0.025,2008,1,23,False,True
1838,2008-01-24,25.0,13.0,19.0,0.0,0.0,0.025,2008,1,24,False,True
1839,2008-01-25,23.0,2.0,12.5,0.05,1.0,1.0,2008,1,25,False,True
1840,2008-01-26,30.0,9.0,19.5,0.0,0.0,1.0,2008,1,26,False,True
1841,2008-01-27,31.0,25.0,28.0,0.03,0.5,1.0,2008,1,27,False,True
1842,2008-01-28,39.0,21.0,30.0,0.05,0.5,1.0,2008,1,28,False,True
1843,2008-01-29,43.0,25.0,34.0,0.1,0.0,1.0,2008,1,29,False,True
1845,2008-01-31,37.0,13.0,25.0,0.0025,0.0025,0.0,2008,1,31,False,True
1846,2008-02-01,37.0,13.0,25.0,0.41,0.3,0.025,2008,2,1,False,True
1847,2008-02-02,37.0,28.0,32.5,0.78,0.0025,0.025,2008,2,2,False,True
1848,2009-01-01,33.0,17.0,25.0,0.0025,0.0025,0.0,2009,1,1,False,True
1849,2009-01-02,40.0,18.0,29.0,0.02,0.0025,0.025,2009,1,2,False,True
1850,2009-01-03,41.0,19.0,30.0,0.0025,0.0025,0.025,2009,1,3,False,True
1852,2009-01-05,44.0,25.0,34.5,0.1,0.0,0.0,2009,1,5,False,True
1853,2009-01-06,37.0,25.0,31.0,0.0,0.0,0.0,2009,1,6,False,True
1854,2009-01-07,37.0,27.0,32.0,0.88,0.0025,0.0,2009,1,7,False,True
1855,2009-01-08,43.0,26.0,34.5,0.55,1.0,1.0,2009,1,8,False,True
1856,2009-01-09,26.0,20.0,23.0,0.02,1.0,2.0,2009,1,9,False,True
1858,2009-01-11,35.0,24.0,29.5,0.33,2.0,3.0,2009,1,11,False,True
1859,2009-01-12,25.0,20.0,22.5,0.03,0.5,4.0,2009,1,12,False,True
1860,2009-01-13,29.0,21.0,25.0,0.0,0.0,3.0,2009,1,13,False,True
1861,2009-01-14,38.0,8.0,23.0,0.04,1.0,3.0,2009,1,14,False,True
1862,2009-01-15,18.0,4.0,11.0,0.12,3.0,6.0,2009,1,15,False,True
1863,2009-01-16,14.0,-3.0,5.5,0.01,0.5,6.0,2009,1,16,False,True
1864,2009-01-17,6.0,-12.0,-3.0,0.0025,0.0025,6.0,2009,1,17,False,True
1865,2009-01-18,26.0,-13.0,6.5,0.28,5.0,10.0,2009,1,18,False,True
1866,2009-01-19,30.0,12.0,21.0,0.07,2.0,11.0,2009,1,19,False,True
1867,2009-01-20,19.0,8.0,13.5,0.02,1.0,11.0,2009,1,20,False,True
1868,2009-01-21,21.0,5.0,13.0,0.0025,0.5,11.0,2009,1,21,False,True
1869,2009-01-22,20.0,5.0,12.5,0.0,0.0,11.0,2009,1,22,False,True
1870,2009-01-23,36.0,13.0,24.5,0.0,0.0,8.0,2009,1,23,False,True
1871,2009-01-24,49.0,17.0,33.0,0.0025,0.0025,4.0,2009,1,24,False,True
1873,2009-01-26,17.0,1.0,9.0,0.02,0.5,5.0,2009,1,26,False,True
1874,2009-01-27,21.0,8.0,14.5,0.0,0.0,5.0,2009,1,27,False,True
1875,2009-01-28,32.0,9.0,20.5,0.34,1.5,6.0,2009,1,28,False,True
1876,2009-01-29,37.0,18.0,27.5,0.64,0.5,6.0,2009,1,29,False,True
1877,2009-01-30,27.0,18.0,22.5,0.02,0.5,6.0,2009,1,30,False,True
1880,2009-02-02,46.0,27.0,36.5,0.0,0.0,6.0,2009,2,2,False,True
1881,2010-01-01,36.0,30.0,33.0,0.15,0.0,1.0,2010,1,1,False,True
1882,2010-01-02,32.0,15.0,23.5,0.04,0.5,1.0,2010,1,2,False,True
1883,2010-01-03,17.0,8.0,12.5,0.0,0.0,1.0,2010,1,3,False,True
1884,2010-01-04,18.0,8.0,13.0,0.04,3.0,4.0,2010,1,4,False,True
1885,2010-01-05,22.0,16.0,19.0,0.05,1.0,5.0,2010,1,5,False,True
1886,2010-01-06,23.0,19.0,21.0,0.15,3.0,7.0,2010,1,6,False,True
1887,2010-01-07,26.0,22.0,24.0,0.06,1.0,6.0,2010,1,7,False,True
1888,2010-01-08,24.0,21.0,22.5,0.15,3.0,8.0,2010,1,8,False,True
1889,2010-01-09,21.0,12.0,16.5,0.03,2.0,8.0,2010,1,9,False,True
1890,2010-01-10,25.0,-6.0,9.5,0.0025,0.0025,7.0,2010,1,10,False,True
1891,2010-01-11,19.0,-3.0,8.0,0.0025,0.0025,6.0,2010,1,11,False,True
1892,2010-01-12,23.0,7.0,15.0,0.02,1.0,7.0,2010,1,12,False,True
1893,2010-01-13,25.0,19.0,22.0,0.0025,0.0025,7.0,2010,1,13,False,True
1894,2010-01-14,30.0,15.0,22.5,0.0,0.0,7.0,2010,1,14,False,True
1895,2010-01-15,42.0,14.0,28.0,0.0,0.0,5.0,2010,1,15,False,True
1897,2010-01-17,46.0,29.0,37.5,0.0,0.0,2.0,2010,1,17,False,True
1898,2010-01-18,40.0,32.0,36.0,0.7,0.0,1.0,2010,1,18,False,True
1899,2010-01-19,42.0,34.0,38.0,0.0025,0.0,1.0,2010,1,19,False,True
1900,2010-01-20,35.0,27.0,31.0,0.0,0.0,0.0,2010,1,20,False,True
1901,2010-01-21,33.0,19.0,26.0,0.0,0.0,0.0,2010,1,21,False,True
1903,2010-01-23,38.0,28.0,33.0,0.01,0.0,0.0,2010,1,23,False,True
1904,2010-01-24,46.0,26.0,36.0,0.0,0.0,0.0,2010,1,24,False,True
1905,2010-01-25,52.0,37.0,44.5,1.14,0.0,0.0,2010,1,25,False,True
1906,2010-01-26,51.0,29.0,40.0,0.15,0.2,0.025,2010,1,26,False,True
1909,2010-01-29,32.0,1.0,16.5,0.0,0.0,1.0,2010,1,29,False,True
1910,2010-01-30,15.0,1.0,8.0,0.0,0.0,1.0,2010,1,30,False,True
1911,2010-01-31,19.0,-1.0,9.0,0.0,0.0,1.0,2010,1,31,False,True
1912,2010-02-01,26.0,-1.0,12.5,0.0,0.0,1.0,2010,2,1,False,True
1913,2010-02-02,29.0,12.0,20.5,0.0,0.0,1.0,2010,2,2,False,True
1914,2011-01-01,44.0,32.0,38.0,0.0,0.0,0.0,2011,1,1,True,False
1915,2011-01-02,52.0,29.0,40.5,0.35,0.0,0.0,2011,1,2,True,False
1916,2011-01-03,34.0,14.0,24.0,0.0,0.0,0.0,2011,1,3,True,False
1918,2011-01-05,39.0,18.0,28.5,0.0,0.0,0.0,2011,1,5,True,False
1919,2011-01-06,26.0,11.0,18.5,0.0025,0.0025,0.025,2011,1,6,True,False
1920,2011-01-07,29.0,11.0,20.0,0.13,3.0,3.0,2011,1,7,True,False
1921,2011-01-08,23.0,16.0,19.5,0.13,3.0,6.0,2011,1,8,True,False
1922,2011-01-09,20.0,14.0,17.0,0.03,1.0,7.0,2011,1,9,True,False
1923,2011-01-10,23.0,9.0,16.0,0.0025,0.0025,7.0,2011,1,10,True,False
1924,2011-01-11,23.0,3.0,13.0,0.0025,0.0025,4.0,2011,1,11,True,False
1927,2011-01-14,24.0,15.0,19.5,0.01,0.5,7.0,2011,1,14,True,False
1928,2011-01-15,24.0,12.0,18.0,0.0025,0.0025,6.0,2011,1,15,True,False
1929,2011-01-16,36.0,14.0,25.0,0.0025,0.0025,5.0,2011,1,16,True,False
1930,2011-01-17,24.0,8.0,16.0,0.0,0.0,4.0,2011,1,17,True,False
1931,2011-01-18,32.0,7.0,19.5,0.11,0.0025,4.0,2011,1,18,True,False
1932,2011-01-19,46.0,27.0,36.5,0.12,0.0,2.0,2011,1,19,True,False
1933,2011-01-20,33.0,21.0,27.0,0.0,0.0,2.0,2011,1,20,True,False
1934,2011-01-21,,19.0,,0.34,4.0,5.0,2011,1,21,True,False
1937,2011-01-24,17.0,-8.0,4.5,0.0,0.0,5.0,2011,1,24,True,False
1938,2011-01-25,29.0,-6.0,11.5,0.03,0.5,4.0,2011,1,25,True,False
1939,2011-01-26,35.0,26.0,30.5,0.0025,0.0025,3.0,2011,1,26,True,False
1940,2011-01-27,35.0,25.0,30.0,0.16,2.0,3.0,2011,1,27,True,False
1942,2011-01-29,30.0,21.0,25.5,0.05,0.5,4.0,2011,1,29,True,False
1943,2011-01-30,32.0,24.0,28.0,0.08,1.0,4.0,2011,1,30,True,False
1944,2011-01-31,31.0,-1.0,15.0,0.0,0.0,4.0,2011,1,31,True,False
1945,2011-02-01,35.0,-1.0,17.0,0.12,0.0,3.0,2011,2,1,True,False
1947,2013-01-01,34.0,21.0,27.5,0.06,1.0,,2013,1,1,,True
1948,2013-01-02,32.0,19.0,25.5,0.04,,,2013,1,2,,True
1949,2013-01-03,25.0,6.0,15.5,0.0,0.0,8.0,2013,1,3,,True
1951,2013-01-05,32.0,26.0,29.0,0.0,0.0,8.0,2013,1,5,,True
1952,2013-01-06,36.0,25.0,30.5,0.0,0.0,7.0,2013,1,6,,True
1954,2013-01-08,35.0,14.0,24.5,0.0,0.0,4.0,2013,1,8,,True
1955,2013-01-09,43.0,14.0,28.5,0.0,0.0,3.0,2013,1,9,,True
1956,2013-01-10,44.0,20.0,32.0,0.0,0.0,2.0,2013,1,10,,True
1957,2013-01-11,44.0,24.0,34.0,0.0,0.0,1.0,2013,1,11,,True
1959,2013-01-13,61.0,39.0,50.0,0.02,,,2013,1,13,,True
1960,2013-01-14,69.0,41.0,55.0,0.34,,,2013,1,14,,True
1962,2013-01-16,34.0,23.0,28.5,0.34,1.0,1.0,2013,1,16,,True
1963,2013-01-17,35.0,31.0,33.0,0.0,0.0,0.0,2013,1,17,,True
1964,2013-01-18,33.0,20.0,26.5,0.11,1.0,2.0,2013,1,18,,True
1965,2013-01-19,37.0,16.0,26.5,0.0,0.0,1.0,2013,1,19,,True
1969,2013-01-23,11.0,0.0,5.5,0.0025,0.0025,2.0,2013,1,23,,True
1971,2013-01-25,20.0,5.0,12.5,0.01,0.0025,1.0,2013,1,25,,True
1972,2013-01-26,18.0,10.0,14.0,0.2,3.0,4.0,2013,1,26,,True
1973,2013-01-27,25.0,11.0,18.0,0.05,1.0,4.0,2013,1,27,,True
1975,2013-01-29,48.0,32.0,40.0,0.44,0.0,0.0,2013,1,29,,True
1976,2013-01-30,61.0,38.0,49.5,0.03,0.0,0.0,2013,1,30,,True
1977,2013-01-31,69.0,30.0,49.5,0.98,0.5,0.025,2013,1,31,,True
1978,2013-02-01,30.0,16.0,23.0,0.52,0.5,0.0,2013,2,1,,True
1979,2013-02-02,18.0,10.0,14.0,0.0025,0.0025,0.025,2013,2,2,,True
1980,2014-01-01,24.0,16.0,20.0,0.1,2.0,1.0,2014,1,1,False,False
1981,2014-01-02,32.0,21.0,26.5,0.0,0.0,0.025,2014,1,2,False,False
1984,2014-01-05,38.0,3.0,20.5,0.0,0.0,3.0,2014,1,5,False,False
